Country,ISO3,Disease,Year,Latest Reported Cases Aggregate,Cases,Cases Lower,Cases Upper,Incidence,Incidence Lower,Incidence Upper,Derived_Cases_Method,Year Range Incidence Estimate
Belgium,BEL,Avian infectious laryngotracheitis,2006,8.0,8.382166636058308,3.83048821908198,15.601149452812924,4.980343207901315e-08,2.275920631640165e-08,9.269569800548364e-08,None,2005
Benin,BEN,Newcastle disease (velogenic),2006,16443.0,18261.449999999997,16965.009542259366,19654.732714696725,0.00041718525118223564,0.00038756789670023453,0.00044901497988935474,Adjusted_Susceptible_Cases,2005-2017
Burkina Faso,BFA,Fowl pox (-2005),2006,65.0,68.72727272727272,53.3447697778039,86.81512702479516,9.09090909090909e-07,7.056186478545489e-07,1.148348241068719e-06,None,2005
Burkina Faso,BFA,High pathogenicity avian influenza viruses (poultry) (Inf. with),2006,20.0,20.0,9.276124363352206,38.31752194704533,2.6455026455026455e-07,1.2270005771629903e-07,5.068455284000705e-07,None,2006
Burkina Faso,BFA,Newcastle disease (velogenic),2006,2436.0,2513.1258741258744,2250.471519368255,2804.1993720714468,1.662120287120287e-05,1.4884070895292692e-05,1.8546292143329674e-05,None,2005-2006
Bulgaria,BGR,Avian chlamydiosis,2006,260.0,260.0,229.66302727633266,292.8956793668975,6.5252854812398045e-06,5.763910836399364e-06,7.35087663111802e-06,None,2006
Bulgaria,BGR,Fowl typhoid,2006,9742.0,10128.269566465315,9924.917547975345,10336.823745084279,0.00012709586606180593,0.00012454407765058784,0.00012971293443448712,None,2005-2006
Bulgaria,BGR,Newcastle disease (velogenic),2006,199.0,163.5,124.82639836969238,208.84576198452504,2.0517003388129e-06,1.5663997787638647e-06,2.6207273432617018e-06,Adjusted_Susceptible_Cases,2005-2007
Belarus,BLR,Avian infectious laryngotracheitis,2006,209.0,276.97923875432525,241.104632404423,316.2447694959551,3.615916955017301e-06,3.147580057498995e-06,4.128521794986359e-06,None,2005
Belarus,BLR,Avian tuberculosis (-2005),2006,4.0,5.301038062283737,1.0642063176759715,16.135262342962456,3.4602076124567476e-08,6.946516433916264e-09,1.053215557634625e-07,None,2005
Belarus,BLR,Fowl cholera (-2011),2006,131.0,173.6089965397924,139.81690027943603,214.16985271623648,1.1332179930795848e-06,9.126429522156399e-07,1.3979755399232146e-06,None,2005
Belarus,BLR,Marek's disease (-2011),2006,860.0,860.0,792.575855307848,932.541595476192,5.613577023498694e-06,5.173471640390653e-06,6.087086132351123e-06,None,2006
Belize,BLZ,Avian infectious bronchitis,2006,530.0,530.0,476.20639547359093,588.9108020786288,5.404303048842664e-05,4.8557805187477405e-05,6.005004609754551e-05,None,2006
Belize,BLZ,Infectious bursal disease (Gumboro disease),2006,223.0,223.0,194.99695647416766,253.5617363418654,4.547771999592128e-05,3.976689231654281e-05,5.1710357161591804e-05,None,2006
Bolivia,BOL,Avian infectious bronchitis,2006,10.0,10.705313838789667,5.363905758541194,18.774399230221356,7.625725199108579e-08,3.820875494592295e-08,1.3373583573913253e-07,None,2005
Bolivia,BOL,Fowl cholera (-2011),2006,36.0,36.0,25.484028370005788,49.07326476920926,2.5643910239528906e-07,1.8153059335056573e-07,3.495639991395107e-07,None,2006
Bolivia,BOL,Fowl typhoid,2006,278.0,295.77390873749965,255.06453304793294,341.77786162910877,1.05344438428598e-06,9.084516653845205e-07,1.2172945563159716e-06,None,2005-2006
Bolivia,BOL,Infectious bursal disease (Gumboro disease),2006,526.0,526.2115941516369,480.24613508412136,577.4361619964487,1.8741837343644432e-06,1.710470664024706e-06,2.0566279315687506e-06,None,2005-2006
Bolivia,BOL,Marek's disease (-2011),2006,4.0,4.0,1.241568968700928,9.290960587349769,2.8493233599476564e-08,8.844078663764187e-09,6.618237759472173e-08,None,2006
Bolivia,BOL,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2006,1000.0,1002.4341677475154,912.2259766204068,1102.2118933426593,3.570323863715854e-06,3.2490334809194873e-06,3.925697619141717e-06,Adjusted_Susceptible_Cases,2005-2016
Bolivia,BOL,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),2006,89.0,89.0,65.812196724333,117.30229839860198,6.339744475883536e-07,4.688005737402817e-07,8.35580447506718e-07,None,2006
Bolivia,BOL,Newcastle disease (velogenic),2006,371.0,371.0,333.62496910694915,413.3895293905154,2.6427474163514515e-06,2.3765135448456138e-06,2.9447011071254094e-06,None,2006
Brazil,BRA,Avian infectious bronchitis,2006,193487.0,201846.60153258438,200051.91438927414,203661.0425733165,3.573309425881293e-05,3.541537910101459e-05,3.605430646770451e-05,Adjusted_Susceptible_Cases,2005-2013
Brazil,BRA,Fowl cholera (-2011),2006,53640.0,53640.0,53008.510829331935,54276.60707187181,9.495939795316824e-06,9.384146671788515e-06,9.608638945722633e-06,None,2006
Brazil,BRA,Fowl typhoid,2006,91391.0,92423.19784882138,91234.67378587465,93658.61557697093,1.6361765892301702e-05,1.6151360356376505e-05,1.6580473058009662e-05,Adjusted_Susceptible_Cases,2005-2017
Brazil,BRA,Infectious bursal disease (Gumboro disease),2006,160747.0,136696.30735144796,134676.62637880188,138745.84820597176,2.4199476227656122e-05,2.3841930200027594e-05,2.4562308378338452e-05,Adjusted_Susceptible_Cases,2005-2010
Brazil,BRA,Marek's disease (-2011),2006,114.0,114.0,84.04747620517432,151.6145571473932,2.0181527529196827e-08,1.4879003989423166e-08,2.684046806050089e-08,None,2006
Brazil,BRA,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2006,1320632.0,1209178.85314392,1204216.1643420914,1214184.2041320386,0.00021406207291619887,0.00021318352343661166,0.0002149481749228656,Adjusted_Susceptible_Cases,2005-2015
Brazil,BRA,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),2006,625449.0,625449.0,623050.2515252158,627863.1015356428,0.00011072382641761954,0.00011029917371253642,0.00011115119708954806,None,2006
Brazil,BRA,Newcastle disease (velogenic),2006,93.0,93.0,62.43632913258642,136.21556425652267,1.6463877721186885e-08,1.1053162238695501e-08,2.4114369824106067e-08,None,2006
Barbados,BRB,Fowl cholera (-2011),2006,2.0,1.8747189206553163,0.3116420465455496,5.785228183457643,2.5698682942499196e-07,4.271995154839611e-08,7.930401896446391e-07,None,2005
Barbados,BRB,Fowl pox (-2005),2006,6.0,5.624156761965949,2.2351998891589986,11.39560710103592,7.709604882749759e-07,3.064016297681972e-07,1.5621120083668154e-06,None,2005
Barbados,BRB,Marek's disease (-2011),2006,4.0,3.7494378413106326,1.1637964184610696,8.708969802083713,5.139736588499839e-07,1.5953343638945436e-07,1.193827251827788e-06,None,2005
Barbados,BRB,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2006,54.0,51.07793619807754,34.16552650073352,73.40284040016738,3.500886648257542e-06,2.3417084647521256e-06,5.031037724480286e-06,Adjusted_Susceptible_Cases,2005-2018
Bhutan,BTN,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2006,742.0,726.2642740619902,675.2525411794884,779.7805396675745,0.0024208809135399675,0.002250841803931628,0.0025992684655585818,None,2005
Bhutan,BTN,Newcastle disease (velogenic),2006,215.0,220.83741163675913,187.96098149467193,258.10192717070686,0.0007361247054558638,0.0006265366049822398,0.0008603397572356895,Adjusted_Susceptible_Cases,2005-2008
Botswana,BWA,Fowl pox (-2005),2006,229.0,224.14744834893165,145.61165827397184,330.1590209721523,4.043793042556948e-05,2.626946748583291e-05,5.9563236689906605e-05,None,2005
Botswana,BWA,Infectious bursal disease (Gumboro disease),2006,488.0,477.8287126964506,431.5796952842503,531.6437171935016,8.620398930118179e-05,7.786030945052325e-05,9.591263164234197e-05,None,2005-2006
Botswana,BWA,Marek's disease (-2011),2006,2.0,2.0,0.3324680229253925,6.171835275909401,7.216308858019124e-07,1.1995959694223076e-07,2.2268934785889954e-06,None,2006
Botswana,BWA,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2006,1217.0,1216.8516687268232,1108.3849232288005,1345.5245396503406,0.00021952943689821814,0.00019996119848977097,0.0002427430163540214,None,2005-2006
Botswana,BWA,Newcastle disease (velogenic),2006,3122.0,3052.0818470775203,2863.105139914033,3282.787679301832,0.0005506191317116219,0.0005165262745650429,0.0005922402452285463,Adjusted_Susceptible_Cases,2005-2009
Switzerland,CHE,Avian chlamydiosis,2006,11.0,12.524650084855562,1.3866212217604714,48.535290346918636,2.771553459804285e-07,3.0684249209127493e-08,1.0740272260880424e-06,Adjusted_Susceptible_Cases,2005-2011
Switzerland,CHE,Avian infectious laryngotracheitis,2006,14.0,39.31818181818182,19.271503692794347,85.5980391239645,8.700637711480818e-07,4.264550496303241e-07,1.8941809941129564e-06,Adjusted_Susceptible_Cases,2005-2016
Chile,CHL,Avian infectious bronchitis,2006,33087.0,49750.333333333336,49268.33467024783,50239.34047189237,0.00016675046030639425,0.00016513492341344396,0.00016838948782609928,Adjusted_Susceptible_Cases,2005-2010
Chile,CHL,Fowl cholera (-2011),2006,600.0,173843.20339793953,172993.476729292,174698.19448907106,0.0005826781901845456,0.0005798301225709632,0.0005855439028029679,Adjusted_Susceptible_Cases,2005-2007
Chile,CHL,Fowl pox (-2005),2006,24.0,25.376271835163784,16.529617563137684,36.92433119204326,1.701096143827679e-07,1.1080614551360597e-07,2.4752192840700424e-07,None,2005
Chile,CHL,Marek's disease (-2011),2006,98.0,103.61977666025213,79.88049097434438,135.40925167386206,3.473071293648178e-07,2.6773908327862524e-07,4.538573620215788e-07,None,2005
Chile,CHL,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2006,2.0,2.0,0.33246802292539274,6.1718352759094035,1.340698235641122e-08,2.2286964587158305e-09,4.137284332539687e-08,None,2006
China (People's Rep. of),CHN,Avian infectious bronchitis,2006,857972.0,858084.205882353,849634.6276430346,866656.1592678803,5.786244895858507e-05,5.729267586843549e-05,5.8440474065964154e-05,Adjusted_Susceptible_Cases,2005-2022
China (People's Rep. of),CHN,Avian infectious laryngotracheitis,2006,904826.0,902795.0343669564,895651.703060834,910053.2806513559,6.0877395526009846e-05,6.0395705453798635e-05,6.136683456040862e-05,Adjusted_Susceptible_Cases,2005-2012
China (People's Rep. of),CHN,Duck virus enteritis (-2005),2006,589632.0,588613.5962431935,583644.3575634685,593654.3321407512,3.9691470761810715e-05,3.9356384394415164e-05,4.003137833916349e-05,None,2005
China (People's Rep. of),CHN,Duck virus hepatitis,2006,474114.0,475478.71545629285,470523.5891814971,480523.3166359797,3.2062544346324214e-05,3.1728409608505695e-05,3.240271256789857e-05,Adjusted_Susceptible_Cases,2005-2009
China (People's Rep. of),CHN,Fowl cholera (-2011),2006,2072581.0,2059961.1666666665,2047255.6060676551,2072787.139886924,0.00013890757695551783,0.00013805081389355874,0.0001397724596974606,Adjusted_Susceptible_Cases,2005-2011
China (People's Rep. of),CHN,Fowl pox (-2005),2006,175209.0,174906.38158067013,171169.37493638357,178753.20667477656,1.1794310520300956e-05,1.1542316188357073e-05,1.2053710144643717e-05,None,2005
China (People's Rep. of),CHN,High pathogenicity avian influenza viruses (poultry) (Inf. with),2006,240984.0,225580.59478688258,222948.489903547,228254.29406104278,1.5211380844006385e-05,1.5033892395411714e-05,1.5391674091127297e-05,Adjusted_Susceptible_Cases,2005-2014
China (People's Rep. of),CHN,Infectious bursal disease (Gumboro disease),2006,1259401.0,1259042.3333333333,1248687.893330691,1269516.3573188148,8.489991104577687e-05,8.420168906238592e-05,8.560619683229561e-05,Adjusted_Susceptible_Cases,2005-2008
China (People's Rep. of),CHN,Marek's disease (-2011),2006,317219.0,282735.9033199638,279360.7080831507,286216.52315767395,1.9065485254781447e-05,1.8837888638066496e-05,1.9300190877286933e-05,Adjusted_Susceptible_Cases,2005-2010
China (People's Rep. of),CHN,Newcastle disease (velogenic),2006,1217946.0,1216329.575398026,1207130.8915172776,1225638.138497393,8.201969863891785e-05,8.13994117569461e-05,8.264739491105824e-05,Adjusted_Susceptible_Cases,2005-2023
China (People's Rep. of),CHN,Pullorum disease,2006,3844146.0,3844811.2,3825489.924635142,3864275.3613730436,0.00025926382316597237,0.0002579609483409262,0.00026057633309943664,Adjusted_Susceptible_Cases,2005-2011
Cote D'Ivoire,CIV,High pathogenicity avian influenza viruses (poultry) (Inf. with),2006,1822.0,1821.9999999999998,1736.5213161764173,1912.5765590576277,6.504123085710205e-05,6.198983743891827e-05,6.827460675606423e-05,None,2006
Cameroon,CMR,Fowl cholera (-2011),2006,979.0,979.0,883.1411024453867,1082.535042494798,8.439655172413794e-06,7.613285365908505e-06,9.332198642196535e-06,None,2006
Cameroon,CMR,Fowl pox (-2005),2006,6.0,6.857142857142857,2.7252236384811384,13.893870520131136,1.1822660098522167e-07,4.698661445657135e-08,2.395494917263989e-07,None,2005
Cameroon,CMR,Fowl typhoid,2006,102.0,102.0,83.46407076302748,123.09456502262417,1.7586206896551723e-06,1.4390357028108185e-06,2.1223200865969683e-06,None,2006
Cameroon,CMR,High pathogenicity avian influenza viruses (poultry) (Inf. with),2006,50.0,50.0,37.39075299799542,65.16790031855186,8.620689655172414e-07,6.446681551378521e-07,1.123584488250894e-06,None,2006
Cameroon,CMR,Newcastle disease (velogenic),2006,10161.0,10238.300000000001,9698.103909486883,10821.301488028013,8.826120689655172e-05,8.360434404730072e-05,9.328708179334494e-05,Adjusted_Susceptible_Cases,2005-2015
Colombia,COL,Avian infectious bronchitis,2006,204894.0,177304.625,175628.55075640566,178999.35634950685,0.00017822605369761666,0.00017654126911774442,0.00017992959234191454,Adjusted_Susceptible_Cases,2005-2013
Colombia,COL,Avian infectious laryngotracheitis,2006,130743.0,116682.375,115474.7190747144,117899.51667594614,0.00011728875787823045,0.00011607482592474536,0.00011851222487856834,Adjusted_Susceptible_Cases,2005-2013
Colombia,COL,Fowl typhoid,2006,100.0,100.0,81.65888979891619,120.89974515365253,2.0103937356131199e-07,1.6416652050886322e-07,2.430560902941257e-07,None,2006
Colombia,COL,Infectious bursal disease (Gumboro disease),2006,279114.0,272556.84343434346,270255.1319422788,274890.13267907227,0.00027397328531944494,0.0002716596121370272,0.00027631870035993314,Adjusted_Susceptible_Cases,2005-2016
Colombia,COL,Marek's disease (-2011),2006,232493.0,232501.97827730124,230970.6231484161,234056.98744385428,0.00023371026032317205,0.0002321709469441172,0.00023527335066680162,None,2005-2006
Colombia,COL,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2006,127884.0,127942.91511797956,126636.25538831399,129273.36188765225,0.00012860781753463362,0.00012729436726708482,0.00012994517846029197,Adjusted_Susceptible_Cases,2005-2014
Colombia,COL,Newcastle disease (velogenic),2006,1221124.0,1224078.3210670743,1218535.7946669178,1229731.7811917516,0.0012304396942865357,0.001224868364109363,0.0012361225346961306,Adjusted_Susceptible_Cases,2005-2009
Costa Rica,CRI,Avian infectious laryngotracheitis,2006,280.0,280.0,248.470499140017,314.088214242243,6.611570247933884e-06,5.867071998583637e-06,7.416486758966777e-06,None,2006
Cuba,CUB,Fowl cholera (-2011),2006,68968.0,68968.00000000001,68352.41441486577,69588.70344269898,0.001235498548959192,0.0012244708970453543,0.0012466178826036148,None,2006
Cuba,CUB,Fowl pox (-2005),2006,90.0,96.64287775319805,78.02681935825731,118.00641948901696,3.4625372703664525e-06,2.7955580007257824e-06,4.2279538350118936e-06,None,2005
Cuba,CUB,Infectious bursal disease (Gumboro disease),2006,717980.0,717980.0,715635.6593803543,720329.458576258,0.012861954068288488,0.012819957353379569,0.012904042466702341,None,2006
Cuba,CUB,Marek's disease (-2011),2006,361.0,361.0,311.577637973168,415.5397063222348,6.466984343090537e-06,5.581627995649888e-06,7.444013226366572e-06,None,2006
Cuba,CUB,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2006,93362.0,93362.0,92517.85199194608,94211.26592925374,0.0016724947153452046,0.0016573725769758532,0.0016877085365851053,None,2006
Cuba,CUB,New world screwworm (Cochliomyia hominivorax),2006,3.0,3.0,0.3894991011704147,10.570564023307998,5.374225215864713e-08,6.977519636888945e-09,1.8936197239991398e-07,None,2006
Cayman Islands,CYM,Fowl pox (-2005),2006,15.0,0.0,0.0,0.0,,,,None,2005
Czech Republic,CZE,Avian chlamydiosis,2006,5.0,3.5,0.3894991011704148,10.570564023307998,1.829386214790849e-08,2.0358408181559516e-09,5.525041173372498e-08,Adjusted_Susceptible_Cases,2005-2007
Czech Republic,CZE,Avian tuberculosis (-2005),2006,3.0,2.8050053513568987,0.36418235437723856,9.883496217413217,1.4661251777676776e-08,1.9035147964794172e-09,5.1659233525923536e-08,None,2005
Czech Republic,CZE,Fowl cholera (-2011),2006,184.0,1639.0,1560.926027583979,1719.6328248374937,1.7133508605955437e-05,1.6317351755259265e-05,1.797641476719747e-05,Adjusted_Susceptible_Cases,2005-2007
Czech Republic,CZE,Pullorum disease,2006,250.0,240.25,201.63880427141476,283.4785278421424,1.2557429660100042e-06,1.0539292825743895e-06,1.4816906029246262e-06,Adjusted_Susceptible_Cases,2005-2009
Germany,DEU,High pathogenicity avian influenza viruses (poultry) (Inf. with),2006,2200.0,2200.0,2109.344566506624,2293.214302686796,6.27111155452304e-06,6.012697765222763e-06,6.536819413898482e-06,None,2006
Djibouti,DJI,High pathogenicity avian influenza viruses (poultry) (Inf. with),2006,4.0,0.0,0.0,0.0,,,,None,2006
Denmark,DNK,High pathogenicity avian influenza viruses (poultry) (Inf. with),2006,47.0,47.0,34.81191267998675,61.7466489268329,7.423494570582428e-07,5.498426484499387e-07,9.752679001276667e-07,None,2006
Denmark,DNK,Low pathogenic avian influenza (poultry) (2006-2021),2006,0.0,0.0,0.0,3.6885777471150347,0.0,0.0,5.8259865699743884e-08,None,2006
Denmark,DNK,Newcastle disease (velogenic),2006,41000.0,36741.081222620895,36386.58894000948,37097.866649446754,0.0005803132276030941,0.0005747141392301597,0.0005859485354305509,None,2005
Algeria,DZA,Fowl typhoid,2006,421601.0,358313.16559951834,355008.0393571031,361654.4650568181,0.0009473820789275869,0.0009386433060571611,0.0009562164939870498,Adjusted_Susceptible_Cases,2005-2016
Algeria,DZA,Pullorum disease,2006,6450.0,7025.0,6752.729731641848,7304.946855849904,1.8574140565922995e-05,1.7854256404157033e-05,1.9314321669345672e-05,Adjusted_Susceptible_Cases,2005-2007
Egypt,EGY,High pathogenicity avian influenza viruses (poultry) (Inf. with),2006,1009079.0,1009079.0,1007111.4381590383,1011049.1208233282,0.0035817617764715487,0.0035747778457834653,0.0035887547903584965,None,2006
Eritrea,ERI,Fowl pox (-2005),2006,14000.0,12548.14814814815,12341.43682343386,12757.153039884915,0.0069135802469135815,0.006799689709880915,0.007028734457236868,None,2005
Eritrea,ERI,Infectious bursal disease (Gumboro disease),2006,398.0,356.72592592592594,322.81709153429716,392.92815416550326,0.0001965432098765432,0.00017786065649272572,0.00021648934113801833,None,2005
Eritrea,ERI,Newcastle disease (velogenic),2006,450.0,450.0,394.10029617561054,511.01708742991616,0.00024793388429752067,0.0002171351494080499,0.0002815521142864552,None,2006
Spain,ESP,Avian chlamydiosis,2006,13.0,18.5,9.334987575985318,33.75992197398378,2.5118498212513357e-08,1.2674641553579546e-08,4.583775890584335e-08,Adjusted_Susceptible_Cases,2005-2007
Spain,ESP,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2006,150057.0,150038.66666666666,149270.19356629846,150812.92312273436,0.000407431997889141,0.00040534519894882057,0.0004095345016088992,Adjusted_Susceptible_Cases,2005-2008
Ethiopia,ETH,Fowl cholera (-2011),2006,773.0,773.0,710.6750408158302,840.4408968746174,8.522695950341238e-06,7.83553336658431e-06,9.266264202192056e-06,None,2006
Ethiopia,ETH,Fowl pox (-2005),2006,200.0,212.35513099669873,173.40684240293825,256.7368121957138,2.3413172250708247e-06,1.9118936526636263e-06,2.830646558349197e-06,None,2005
Ethiopia,ETH,Infectious bursal disease (Gumboro disease),2006,1500.0,1500.0,1425.3650033776555,1577.1938436213488,3.307643965203585e-05,3.143066634422994e-05,3.477863799206935e-05,None,2006
Ethiopia,ETH,Newcastle disease (velogenic),2006,976.0,976.0,896.9812555074687,1060.1362213663072,1.0760868366795664e-05,9.889648788933383e-06,1.1688510582986661e-05,None,2006
Finland,FIN,Avian tuberculosis (-2005),2006,1.0,0.9995169665499336,0.057003530326536274,4.396604014275833,3.018959062915107e-08,1.7217449053562968e-09,1.3279582017264205e-07,None,2005
France,FRA,High pathogenicity avian influenza viruses (poultry) (Inf. with),2006,10500.0,10500.0,10300.440909284498,10702.118021707138,1.908301566170357e-05,1.87203309708884e-05,1.9450351030632125e-05,None,2006
France,FRA,Newcastle disease (velogenic),2006,600.0,539.1339210185092,480.4039460187718,606.1497883468205,9.798381960525586e-07,8.731005738876589e-07,1.1016348480343503e-06,None,2005-2006
United Kingdom,GBR,Newcastle disease (velogenic),2006,501.0,500.97611253616486,457.4996619333865,549.4084262739502,9.56758767911273e-07,8.73727912205819e-07,1.049254277496095e-06,None,2005-2006
Ghana,GHA,Infectious bursal disease (Gumboro disease),2006,2206.0,2206.0,1989.7038476947077,2442.7395089562087,3.195712009271331e-05,2.8823755580105862e-05,3.538663637485454e-05,None,2006
Ghana,GHA,Newcastle disease (velogenic),2006,6427.0,6320.333333333333,5892.769284190728,6772.816699178919,9.155922545753054e-05,8.536533802970779e-05,9.811410544949904e-05,Adjusted_Susceptible_Cases,2005-2008
Guinea,GIN,Newcastle disease (velogenic),2006,2512.0,2495.2619047619046,2224.8840320805593,2798.347667037032,0.00011498902786921221,0.00010252921806822855,0.00012895611368834246,Adjusted_Susceptible_Cases,2005-2019
Guinea-Bissau,GNB,Newcastle disease (velogenic),2006,214.0,183.41666666666669,148.9838925334987,224.13337319107416,5.42011426319937e-05,4.402597297089206e-05,6.623326630941907e-05,Adjusted_Susceptible_Cases,2005-2009
Greece,GRC,High pathogenicity avian influenza viruses (poultry) (Inf. with),2006,0.0,0.0,0.0,0.0,0.0,,,None,2006
Greece,GRC,Marek's disease (-2011),2006,6.0,4.880276994666693,1.9395609082793646,9.888365763831592,9.04548086237154e-08,3.5949314140197016e-08,1.8327857901225013e-07,None,2005
Greece,GRC,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2006,13.0,13.0,5.756493936951001,25.313901143472986,1.204760009927071e-07,5.3347643789432395e-08,2.3459365994541082e-07,None,2006
Greece,GRC,Newcastle disease (velogenic),2006,4000.0,3253.517996444462,3114.1389995125583,3397.059644266177,3.01516028745718e-05,2.8859924092054067e-05,3.148185854422286e-05,None,2005
Greece,GRC,Pullorum disease,2006,20.0,20.0,12.465146015489044,30.08851886275503,3.70695387669868e-07,2.3103860672866105e-07,5.576837582120556e-07,None,2006
Guatemala,GTM,Avian infectious bronchitis,2006,20.0,24.5,6.683624892368934,63.80240857901116,1.84265944645006e-07,5.026793691613217e-08,4.798616770382909e-07,Adjusted_Susceptible_Cases,2005-2007
Guatemala,GTM,Fowl cholera (-2011),2006,6.0,6.0,0.34218646947013187,26.39237248439157,4.512635379061372e-08,2.5736046139450344e-09,1.984985896840521e-07,Adjusted_Susceptible_Cases,2005-2008
Guatemala,GTM,Fowl pox (-2005),2006,7.0,8.086185925282361,0.4611639022085738,35.56893848634944,6.081668114682884e-08,3.4684409010873483e-09,2.675160836819302e-07,None,2005
Guatemala,GTM,Infectious bursal disease (Gumboro disease),2006,8.0,8.5,0.7316855706405466,36.96293650769957,6.392900120336943e-08,5.503050320702065e-09,2.780004249977404e-07,Adjusted_Susceptible_Cases,2005-2007
Hong Kong,HKG,High pathogenicity avian influenza viruses (poultry) (Inf. with),2006,2.0,2.0,0.33246802292539274,6.1718352759094035,2.0304568527918783e-07,3.375309877415155e-08,6.26582261513645e-07,None,2006
Croatia,HRV,Avian tuberculosis (-2005),2006,3.0,2.8768930838544016,0.3735157567748907,10.136794177031648,7.132498038563039e-08,9.2603385837335e-09,2.5131509054249774e-07,None,2005
Croatia,HRV,Bovine tuberculosis (-2018),2006,1.0,1.0,0.057031078245021974,4.398728747398595,4.958472790380563e-08,2.827870496840063e-09,2.1810976806240708e-07,None,2006
Hungary,HUN,Avian infectious laryngotracheitis,2006,8.0,7.2,3.007600848654605,13.53629690113346,7.379506495503113e-08,3.082584722017685e-08,1.3873776514857366e-07,Adjusted_Susceptible_Cases,2005-2010
Hungary,HUN,Avian tuberculosis (-2005),2006,6.0,5.1426651322551455,2.0438414183854405,10.420013840242133,5.2708792705103086e-08,2.0947973642713408e-08,1.0679799974624884e-07,None,2005
Hungary,HUN,Duck virus hepatitis,2006,197.0,131.66666666666669,110.74297969512848,155.81567067933324,1.3494930859832085e-06,1.1350396360994028e-06,1.59700382483238e-06,Adjusted_Susceptible_Cases,2005-2008
Hungary,HUN,Fowl cholera (-2011),2006,88.0,69.75,54.856184807959515,87.7024455164987,7.148896917518641e-07,5.62238294595634e-07,8.988899532784862e-07,Adjusted_Susceptible_Cases,2005-2009
Hungary,HUN,Fowl pox (-2005),2006,4.0,3.42844342150343,1.0641622407713738,7.963383176286741,3.513919513673539e-08,1.0906933566724307e-08,8.161921927165031e-08,None,2005
Hungary,HUN,High pathogenicity avian influenza viruses (poultry) (Inf. with),2006,3421.0,3421.0,3307.638961085673,3536.9199298838657,3.5062905168216874e-05,3.390103221959846e-05,3.625100499535056e-05,None,2006
Hungary,HUN,Turkey rhinotracheitis (2006-),2006,13.0,13.0,5.756493936951,25.31390114347299,6.662054475106976e-08,2.95000586104543e-08,1.297250679963768e-07,None,2006
Indonesia,IDN,High pathogenicity avian influenza viruses (poultry) (Inf. with),2006,967725.0,967725.0,962944.1219287709,972567.2658377395,0.0003427119548029962,0.0003410188456351379,0.000344426803950148,None,2006
India,IND,Bovine babesiosis,2006,2.0,2.152771214175614,0.3578637946938318,6.643274660305686,2.2083147466842156e-09,3.670970189135453e-10,6.8146774269482886e-09,None,2005
India,IND,Fowl cholera (-2011),2006,286.0,286.15277121417563,240.21929813995988,339.89915125435175,1.4676789161703958e-07,1.232085915650234e-07,1.7433443534497264e-07,None,2005-2006
India,IND,Fowl pox (-2005),2006,2574.0,2770.6165526440154,2500.6933072857446,3065.319148287761,1.4210505394912925e-06,1.2826067793572661e-06,1.5722036400996672e-06,None,2005
India,IND,Infectious bursal disease (Gumboro disease),2006,25094.0,25763.87777777778,24707.17389130788,26861.76332873843,1.3214305090525793e-05,1.2672321167662999e-05,1.3777411108572019e-05,Adjusted_Susceptible_Cases,2005-2014
India,IND,Newcastle disease (velogenic),2006,62337.0,70716.60714285714,68883.63315135834,72611.75798434077,3.6270581230539084e-05,3.5330448003872575e-05,3.724260499295315e-05,Adjusted_Susceptible_Cases,2005-2012
India,IND,Salmonellosis (S. abortusovis),2006,701.0,708.7913319229563,637.5538918626186,787.8895954825696,7.270788183624076e-07,6.540033850021937e-07,8.08217891899629e-07,None,2005-2006
Iraq,IRQ,High pathogenicity avian influenza viruses (poultry) (Inf. with),2006,652.0,652.0,601.6342672303534,707.4288231430119,1.3039999999999999e-05,1.2032685344607069e-05,1.4148576462860237e-05,None,2006
Iraq,IRQ,Infectious bursal disease (Gumboro disease),2006,16500.0,16500.0,16146.840557223812,16858.277290393606,0.000165,0.00016146840557223813,0.00016858277290393608,None,2006
Iraq,IRQ,Marek's disease (-2011),2006,6000.0,4918.0327868852455,4794.638224888119,5043.524818937313,9.836065573770491e-05,9.589276449776239e-05,0.00010087049637874627,None,2005
Iraq,IRQ,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2006,20285000.0,20285000.0,20272536.246394735,20297468.871578194,0.20285,0.20272536246394735,0.20297468871578195,None,2006
Iraq,IRQ,Newcastle disease (velogenic),2006,51000.0,51000.0,50382.61010487362,51622.507795074445,0.00051,0.0005038261010487362,0.0005162250779507445,None,2006
